Tick,BehaviourType,FuelToBuy,Price,TotalRequests,TicksToFuel,TravelDiff,PriceIntolerance
16000.0,3.0,,1.6186843457377516,22.0,26.0,,
16000.0,0.0,102.0,,8.0,,34.0,1.3681789159967548
16000.0,2.0,,2.771809183152944,14.0,21.0,,
16000.0,1.0,127.0,,20.0,,2599.0,0.8180358538075743
16000.0,0.0,112.0,,6.0,,20.0,1.3362832585751492
16000.0,2.0,,1.185408838660257,5.0,4.0,,
16000.0,3.0,,0.8724717781793028,2.0,18.0,,
16000.0,1.0,99.0,,1.0,,4280.0,0.6729707077401762
16000.0,2.0,,1.7456005712997655,1.0,42.0,,
16000.0,2.0,,1.8898641715966529,6.0,7.0,,
16000.0,1.0,96.0,,18.0,,15236.0,0.9579597318120908
16000.0,3.0,,2.4372256042134106,15.0,5.0,,
16000.0,0.0,100.0,,11.0,,98.0,1.053541155373393
16000.0,1.0,78.0,,9.0,,48.0,0.8388389869305668
16000.0,3.0,,1.413133559614012,45.0,10.0,,
16000.0,0.0,136.0,,3.0,,8.0,1.3376727894642353
16000.0,3.0,,1.2749591933097344,5.0,27.0,,
16000.0,0.0,64.0,,1.0,,266.0,0.7677298214283427
16000.0,2.0,,1.5110379114505532,0.0,22.0,,
16000.0,1.0,119.0,,11.0,,6729.0,0.9910153411805944
16000.0,0.0,88.0,,13.0,,181.0,0.8541890799080376
16000.0,2.0,,0.4793435067272067,14.0,28.0,,
16000.0,1.0,121.0,,19.0,,38.0,1.141743043377058
16000.0,3.0,,0.3964492267812398,37.0,48.0,,
16000.0,1.0,107.0,,2.0,,10.0,1.0661184707971545
16000.0,3.0,,1.0782755957425127,20.0,31.0,,
16000.0,0.0,68.0,,27.0,,113.0,0.9828833778972744
16000.0,2.0,,2.6545789834138542,29.0,41.0,,
16000.0,0.0,117.0,,8.0,,53.0,0.429481688988374
16000.0,3.0,,0.9887142969111512,4.0,51.0,,
16000.0,3.0,,1.9912463485142475,11.0,27.0,,
16000.0,2.0,,2.794395507736945,2.0,19.0,,
16000.0,2.0,,3.237905361377376,0.0,45.0,,
16000.0,1.0,137.0,,2.0,,8841.0,1.0264089070730158
16000.0,0.0,83.0,,11.0,,128.0,0.9473184406484774
16000.0,1.0,133.0,,13.0,,62.0,1.0863312353451424
16500.0,1.0,99.0,,21.0,,242.0,0.9409766564548294
16500.0,3.0,,1.005230727531897,9.0,22.0,,
16500.0,2.0,,2.114494044212882,8.0,9.0,,
16500.0,0.0,89.0,,8.0,,271.0,0.9276420911247096
16500.0,3.0,,1.6186843457377516,6.0,26.0,,
16500.0,0.0,102.0,,3.0,,34.0,1.3681789159967548
16500.0,2.0,,2.771809183152944,7.0,21.0,,
16500.0,1.0,127.0,,6.0,,2599.0,0.8180358538075743
16500.0,0.0,112.0,,0.0,,20.0,1.3362832585751492
16500.0,2.0,,1.185408838660257,4.0,4.0,,
16500.0,3.0,,0.8724717781793028,2.0,18.0,,
16500.0,1.0,99.0,,14.0,,4280.0,0.6729707077401762
16500.0,2.0,,1.7456005712997655,5.0,42.0,,
16500.0,2.0,,1.8898641715966529,20.0,7.0,,
16500.0,1.0,96.0,,19.0,,15236.0,0.9579597318120908
16500.0,3.0,,2.4372256042134106,0.0,5.0,,
16500.0,0.0,100.0,,19.0,,98.0,1.053541155373393
16500.0,1.0,78.0,,27.0,,48.0,0.8388389869305668
16500.0,3.0,,1.413133559614012,0.0,10.0,,
16500.0,0.0,136.0,,0.0,,8.0,1.3376727894642353
16500.0,3.0,,1.2749591933097344,12.0,27.0,,
16500.0,0.0,64.0,,24.0,,266.0,0.7677298214283427
16500.0,2.0,,1.5110379114505532,3.0,22.0,,
16500.0,1.0,119.0,,5.0,,6729.0,0.9910153411805944
16500.0,0.0,88.0,,28.0,,181.0,0.8541890799080376
16500.0,2.0,,0.4793435067272067,0.0,28.0,,
16500.0,1.0,121.0,,17.0,,38.0,1.141743043377058
16500.0,3.0,,0.3964492267812398,16.0,48.0,,
16500.0,1.0,107.0,,3.0,,10.0,1.0661184707971545
16500.0,3.0,,1.0782755957425127,27.0,31.0,,
16500.0,0.0,68.0,,6.0,,113.0,0.9828833778972744
16500.0,2.0,,2.6545789834138542,25.0,41.0,,
16500.0,0.0,117.0,,9.0,,53.0,0.429481688988374
16500.0,3.0,,0.9887142969111512,8.0,51.0,,
16500.0,3.0,,1.9912463485142475,9.0,27.0,,
16500.0,2.0,,2.794395507736945,17.0,19.0,,
16500.0,2.0,,3.237905361377376,9.0,45.0,,
16500.0,1.0,137.0,,12.0,,8841.0,1.0264089070730158
16500.0,0.0,83.0,,23.0,,128.0,0.9473184406484774
16500.0,1.0,133.0,,20.0,,62.0,1.0863312353451424
17000.0,1.0,99.0,,7.0,,242.0,0.9409766564548294
17000.0,3.0,,1.005230727531897,0.0,22.0,,
17000.0,2.0,,2.114494044212882,7.0,9.0,,
17000.0,0.0,89.0,,14.0,,271.0,0.9276420911247096
17000.0,3.0,,1.6186843457377516,0.0,26.0,,
17000.0,0.0,102.0,,16.0,,34.0,1.3681789159967548
17000.0,2.0,,2.771809183152944,0.0,21.0,,
17000.0,1.0,127.0,,0.0,,2599.0,0.8180358538075743
17000.0,0.0,112.0,,18.0,,20.0,1.3362832585751492
17000.0,2.0,,1.185408838660257,14.0,4.0,,
17000.0,3.0,,0.8724717781793028,12.0,18.0,,
17000.0,1.0,99.0,,9.0,,4280.0,0.6729707077401762
17000.0,2.0,,1.7456005712997655,7.0,42.0,,
17000.0,2.0,,1.8898641715966529,33.0,7.0,,
17000.0,1.0,96.0,,21.0,,15236.0,0.9579597318120908
17000.0,3.0,,2.4372256042134106,3.0,5.0,,
17000.0,0.0,100.0,,2.0,,98.0,1.053541155373393
17000.0,1.0,78.0,,2.0,,48.0,0.8388389869305668
17000.0,3.0,,1.413133559614012,26.0,10.0,,
17000.0,0.0,136.0,,14.0,,8.0,1.3376727894642353
17000.0,3.0,,1.2749591933097344,20.0,27.0,,
17000.0,0.0,64.0,,18.0,,266.0,0.7677298214283427
17000.0,2.0,,1.5110379114505532,5.0,22.0,,
17000.0,1.0,119.0,,6.0,,6729.0,0.9910153411805944
17000.0,0.0,88.0,,12.0,,181.0,0.8541890799080376
17000.0,2.0,,0.4793435067272067,27.0,28.0,,
17000.0,1.0,121.0,,21.0,,38.0,1.141743043377058
17000.0,3.0,,0.3964492267812398,19.0,48.0,,
17000.0,1.0,107.0,,11.0,,10.0,1.0661184707971545
17000.0,3.0,,1.0782755957425127,5.0,31.0,,
17000.0,0.0,68.0,,1.0,,113.0,0.9828833778972744
17000.0,2.0,,2.6545789834138542,6.0,41.0,,
17000.0,0.0,117.0,,0.0,,53.0,0.429481688988374
17000.0,3.0,,0.9887142969111512,11.0,51.0,,
17000.0,3.0,,1.9912463485142475,18.0,27.0,,
17000.0,2.0,,2.794395507736945,4.0,19.0,,
17000.0,2.0,,3.237905361377376,7.0,45.0,,
17000.0,1.0,137.0,,12.0,,8841.0,1.0264089070730158
17000.0,0.0,83.0,,10.0,,128.0,0.9473184406484774
17000.0,1.0,133.0,,20.0,,62.0,1.0863312353451424
17500.0,1.0,99.0,,7.0,,242.0,0.9409766564548294
17500.0,3.0,,1.005230727531897,3.0,22.0,,
17500.0,2.0,,2.114494044212882,12.0,9.0,,
17500.0,0.0,89.0,,8.0,,271.0,0.9276420911247096
17500.0,3.0,,1.6186843457377516,7.0,26.0,,
17500.0,0.0,102.0,,4.0,,34.0,1.3681789159967548
17500.0,2.0,,2.771809183152944,6.0,21.0,,
17500.0,1.0,127.0,,28.0,,2599.0,0.8180358538075743
17500.0,0.0,112.0,,8.0,,20.0,1.3362832585751492
17500.0,2.0,,1.185408838660257,8.0,4.0,,
17500.0,3.0,,0.8724717781793028,17.0,18.0,,
17500.0,1.0,99.0,,13.0,,4280.0,0.6729707077401762
17500.0,2.0,,1.7456005712997655,4.0,42.0,,
17500.0,2.0,,1.8898641715966529,40.0,7.0,,
17500.0,1.0,96.0,,16.0,,15236.0,0.9579597318120908
17500.0,3.0,,2.4372256042134106,4.0,5.0,,
17500.0,0.0,100.0,,16.0,,98.0,1.053541155373393
17500.0,1.0,78.0,,0.0,,48.0,0.8388389869305668
17500.0,3.0,,1.413133559614012,8.0,10.0,,
17500.0,0.0,136.0,,4.0,,8.0,1.3376727894642353
17500.0,3.0,,1.2749591933097344,3.0,27.0,,
17500.0,0.0,64.0,,9.0,,266.0,0.7677298214283427
17500.0,2.0,,1.5110379114505532,8.0,22.0,,
17500.0,1.0,119.0,,0.0,,6729.0,0.9910153411805944
17500.0,0.0,88.0,,3.0,,181.0,0.8541890799080376
17500.0,2.0,,0.4793435067272067,2.0,28.0,,
17500.0,1.0,121.0,,13.0,,38.0,1.141743043377058
17500.0,3.0,,0.3964492267812398,13.0,48.0,,
17500.0,1.0,107.0,,31.0,,10.0,1.0661184707971545
17500.0,3.0,,1.0782755957425127,6.0,31.0,,
17500.0,0.0,68.0,,19.0,,113.0,0.9828833778972744
17500.0,2.0,,2.6545789834138542,22.0,41.0,,
17500.0,0.0,117.0,,4.0,,53.0,0.429481688988374
17500.0,3.0,,0.9887142969111512,26.0,51.0,,
17500.0,3.0,,1.9912463485142475,4.0,27.0,,
17500.0,2.0,,2.794395507736945,8.0,19.0,,
17500.0,2.0,,3.237905361377376,0.0,45.0,,
17500.0,1.0,137.0,,47.0,,8841.0,1.0264089070730158
17500.0,0.0,83.0,,10.0,,128.0,0.9473184406484774
17500.0,1.0,133.0,,21.0,,62.0,1.0863312353451424
18000.0,1.0,99.0,,17.0,,242.0,0.9409766564548294
18000.0,3.0,,1.005230727531897,12.0,22.0,,
18000.0,2.0,,2.114494044212882,12.0,9.0,,
18000.0,0.0,89.0,,1.0,,271.0,0.9276420911247096
18000.0,3.0,,1.6186843457377516,13.0,26.0,,
18000.0,0.0,102.0,,0.0,,34.0,1.3681789159967548
18000.0,2.0,,2.771809183152944,5.0,21.0,,
18000.0,1.0,127.0,,11.0,,2599.0,0.8180358538075743
18000.0,0.0,112.0,,10.0,,20.0,1.3362832585751492
18000.0,2.0,,1.185408838660257,26.0,4.0,,
18000.0,3.0,,0.8724717781793028,6.0,18.0,,
18000.0,1.0,99.0,,8.0,,4280.0,0.6729707077401762
18000.0,2.0,,1.7456005712997655,4.0,42.0,,
18000.0,2.0,,1.8898641715966529,16.0,7.0,,
18000.0,1.0,96.0,,7.0,,15236.0,0.9579597318120908
18000.0,3.0,,2.4372256042134106,25.0,5.0,,
18000.0,0.0,100.0,,2.0,,98.0,1.053541155373393
18000.0,1.0,78.0,,4.0,,48.0,0.8388389869305668
18000.0,3.0,,1.413133559614012,16.0,10.0,,
18000.0,0.0,136.0,,21.0,,8.0,1.3376727894642353
18000.0,3.0,,1.2749591933097344,9.0,27.0,,
18000.0,0.0,64.0,,0.0,,266.0,0.7677298214283427
18000.0,2.0,,1.5110379114505532,30.0,22.0,,
18000.0,1.0,119.0,,17.0,,6729.0,0.9910153411805944
18000.0,0.0,88.0,,13.0,,181.0,0.8541890799080376
18000.0,2.0,,0.4793435067272067,7.0,28.0,,
18000.0,1.0,121.0,,10.0,,38.0,1.141743043377058
18000.0,3.0,,0.3964492267812398,6.0,48.0,,
18000.0,1.0,107.0,,5.0,,10.0,1.0661184707971545
18000.0,3.0,,1.0782755957425127,22.0,31.0,,
18000.0,0.0,68.0,,17.0,,113.0,0.9828833778972744
18000.0,2.0,,2.6545789834138542,28.0,41.0,,
18000.0,0.0,117.0,,17.0,,53.0,0.429481688988374
18000.0,3.0,,0.9887142969111512,14.0,51.0,,
18000.0,3.0,,1.9912463485142475,21.0,27.0,,
18000.0,2.0,,2.794395507736945,26.0,19.0,,
18000.0,2.0,,3.237905361377376,3.0,45.0,,
18000.0,1.0,137.0,,6.0,,8841.0,1.0264089070730158
18000.0,0.0,83.0,,10.0,,128.0,0.9473184406484774
18000.0,1.0,133.0,,14.0,,62.0,1.0863312353451424
18500.0,1.0,99.0,,25.0,,242.0,0.9409766564548294
18500.0,3.0,,1.005230727531897,1.0,22.0,,
18500.0,2.0,,2.114494044212882,12.0,9.0,,
18500.0,0.0,89.0,,7.0,,271.0,0.9276420911247096
18500.0,3.0,,1.6186843457377516,23.0,26.0,,
18500.0,0.0,102.0,,5.0,,34.0,1.3681789159967548
18500.0,2.0,,2.771809183152944,8.0,21.0,,
18500.0,1.0,127.0,,8.0,,2599.0,0.8180358538075743
18500.0,0.0,112.0,,7.0,,20.0,1.3362832585751492
18500.0,2.0,,1.185408838660257,1.0,4.0,,
18500.0,3.0,,0.8724717781793028,11.0,18.0,,
18500.0,1.0,99.0,,19.0,,4280.0,0.6729707077401762
18500.0,2.0,,1.7456005712997655,28.0,42.0,,
18500.0,2.0,,1.8898641715966529,1.0,7.0,,
18500.0,1.0,96.0,,13.0,,15236.0,0.9579597318120908
18500.0,3.0,,2.4372256042134106,10.0,5.0,,
18500.0,0.0,100.0,,2.0,,98.0,1.053541155373393
18500.0,1.0,78.0,,15.0,,48.0,0.8388389869305668
18500.0,3.0,,1.413133559614012,1.0,10.0,,
18500.0,0.0,136.0,,3.0,,8.0,1.3376727894642353
18500.0,3.0,,1.2749591933097344,12.0,27.0,,
18500.0,0.0,64.0,,10.0,,266.0,0.7677298214283427
18500.0,2.0,,1.5110379114505532,18.0,22.0,,
18500.0,1.0,119.0,,26.0,,6729.0,0.9910153411805944
18500.0,0.0,88.0,,11.0,,181.0,0.8541890799080376
18500.0,2.0,,0.4793435067272067,2.0,28.0,,
18500.0,1.0,121.0,,2.0,,38.0,1.141743043377058
18500.0,3.0,,0.3964492267812398,11.0,48.0,,
18500.0,1.0,107.0,,10.0,,10.0,1.0661184707971545
18500.0,3.0,,1.0782755957425127,15.0,31.0,,
18500.0,0.0,68.0,,10.0,,113.0,0.9828833778972744
18500.0,2.0,,2.6545789834138542,4.0,41.0,,
18500.0,0.0,117.0,,28.0,,53.0,0.429481688988374
18500.0,3.0,,0.9887142969111512,3.0,51.0,,
18500.0,3.0,,1.9912463485142475,8.0,27.0,,
18500.0,2.0,,2.794395507736945,6.0,19.0,,
18500.0,2.0,,3.237905361377376,12.0,45.0,,
18500.0,1.0,137.0,,8.0,,8841.0,1.0264089070730158
18500.0,0.0,83.0,,23.0,,128.0,0.9473184406484774
18500.0,1.0,133.0,,22.0,,62.0,1.0863312353451424
19000.0,1.0,99.0,,9.0,,242.0,0.9409766564548294
19000.0,3.0,,1.005230727531897,0.0,22.0,,
19000.0,2.0,,2.114494044212882,10.0,9.0,,
19000.0,0.0,89.0,,1.0,,271.0,0.9276420911247096
19000.0,3.0,,1.6186843457377516,7.0,26.0,,
19000.0,0.0,102.0,,2.0,,34.0,1.3681789159967548
19000.0,2.0,,2.771809183152944,2.0,21.0,,
19000.0,1.0,127.0,,16.0,,2599.0,0.8180358538075743
19000.0,0.0,112.0,,5.0,,20.0,1.3362832585751492
19000.0,2.0,,1.185408838660257,19.0,4.0,,
19000.0,3.0,,0.8724717781793028,9.0,18.0,,
19000.0,1.0,99.0,,12.0,,4280.0,0.6729707077401762
19000.0,2.0,,1.7456005712997655,7.0,42.0,,
19000.0,2.0,,1.8898641715966529,8.0,7.0,,
19000.0,1.0,96.0,,29.0,,15236.0,0.9579597318120908
19000.0,3.0,,2.4372256042134106,26.0,5.0,,
19000.0,0.0,100.0,,21.0,,98.0,1.053541155373393
19000.0,1.0,78.0,,17.0,,48.0,0.8388389869305668
19000.0,3.0,,1.413133559614012,19.0,10.0,,
19000.0,0.0,136.0,,0.0,,8.0,1.3376727894642353
19000.0,3.0,,1.2749591933097344,11.0,27.0,,
19000.0,0.0,64.0,,6.0,,266.0,0.7677298214283427
19000.0,2.0,,1.5110379114505532,5.0,22.0,,
19000.0,1.0,119.0,,14.0,,6729.0,0.9910153411805944
19000.0,0.0,88.0,,15.0,,181.0,0.8541890799080376
19000.0,2.0,,0.4793435067272067,0.0,28.0,,
19000.0,1.0,121.0,,1.0,,38.0,1.141743043377058
19000.0,3.0,,0.3964492267812398,1.0,48.0,,
19000.0,1.0,107.0,,8.0,,10.0,1.0661184707971545
19000.0,3.0,,1.0782755957425127,19.0,31.0,,
19000.0,0.0,68.0,,2.0,,113.0,0.9828833778972744
19000.0,2.0,,2.6545789834138542,23.0,41.0,,
19000.0,0.0,117.0,,1.0,,53.0,0.429481688988374
19000.0,3.0,,0.9887142969111512,24.0,51.0,,
19000.0,3.0,,1.9912463485142475,4.0,27.0,,
19000.0,2.0,,2.794395507736945,41.0,19.0,,
19000.0,2.0,,3.237905361377376,4.0,45.0,,
19000.0,1.0,137.0,,2.0,,8841.0,1.0264089070730158
19000.0,0.0,83.0,,4.0,,128.0,0.9473184406484774
19000.0,1.0,133.0,,7.0,,62.0,1.0863312353451424
19500.0,1.0,99.0,,10.0,,242.0,0.9409766564548294
19500.0,3.0,,1.005230727531897,5.0,22.0,,
19500.0,2.0,,2.114494044212882,16.0,9.0,,
19500.0,0.0,89.0,,3.0,,271.0,0.9276420911247096
19500.0,3.0,,1.6186843457377516,7.0,26.0,,
19500.0,0.0,102.0,,14.0,,34.0,1.3681789159967548
19500.0,2.0,,2.771809183152944,17.0,21.0,,
19500.0,1.0,127.0,,8.0,,2599.0,0.8180358538075743
19500.0,0.0,112.0,,10.0,,20.0,1.3362832585751492
19500.0,2.0,,1.185408838660257,25.0,4.0,,
19500.0,3.0,,0.8724717781793028,2.0,18.0,,
19500.0,1.0,99.0,,43.0,,4280.0,0.6729707077401762
19500.0,2.0,,1.7456005712997655,3.0,42.0,,
19500.0,2.0,,1.8898641715966529,46.0,7.0,,
19500.0,1.0,96.0,,11.0,,15236.0,0.9579597318120908
19500.0,3.0,,2.4372256042134106,13.0,5.0,,
19500.0,0.0,100.0,,13.0,,98.0,1.053541155373393
19500.0,1.0,78.0,,25.0,,48.0,0.8388389869305668
19500.0,3.0,,1.413133559614012,30.0,10.0,,
19500.0,0.0,136.0,,20.0,,8.0,1.3376727894642353
19500.0,3.0,,1.2749591933097344,20.0,27.0,,
19500.0,0.0,64.0,,7.0,,266.0,0.7677298214283427
19500.0,2.0,,1.5110379114505532,5.0,22.0,,
19500.0,1.0,119.0,,8.0,,6729.0,0.9910153411805944
19500.0,0.0,88.0,,14.0,,181.0,0.8541890799080376
19500.0,2.0,,0.4793435067272067,6.0,28.0,,
19500.0,1.0,121.0,,14.0,,38.0,1.141743043377058
19500.0,3.0,,0.3964492267812398,9.0,48.0,,
19500.0,1.0,107.0,,27.0,,10.0,1.0661184707971545
19500.0,3.0,,1.0782755957425127,22.0,31.0,,
19500.0,0.0,68.0,,17.0,,113.0,0.9828833778972744
19500.0,2.0,,2.6545789834138542,12.0,41.0,,
19500.0,0.0,117.0,,5.0,,53.0,0.429481688988374
19500.0,3.0,,0.9887142969111512,13.0,51.0,,
19500.0,3.0,,1.9912463485142475,19.0,27.0,,
19500.0,2.0,,2.794395507736945,2.0,19.0,,
19500.0,2.0,,3.237905361377376,5.0,45.0,,
19500.0,1.0,137.0,,20.0,,8841.0,1.0264089070730158
19500.0,0.0,83.0,,3.0,,128.0,0.9473184406484774
19500.0,1.0,133.0,,22.0,,62.0,1.0863312353451424
20000.0,1.0,99.0,,10.0,,242.0,0.9409766564548294
20000.0,3.0,,1.005230727531897,22.0,22.0,,
20000.0,2.0,,2.114494044212882,9.0,9.0,,
20000.0,0.0,89.0,,23.0,,271.0,0.9276420911247096
20000.0,3.0,,1.6186843457377516,9.0,26.0,,
20000.0,0.0,102.0,,16.0,,34.0,1.3681789159967548
20000.0,2.0,,2.771809183152944,20.0,21.0,,
20000.0,1.0,127.0,,11.0,,2599.0,0.8180358538075743
20000.0,0.0,112.0,,19.0,,20.0,1.3362832585751492
20000.0,2.0,,1.185408838660257,18.0,4.0,,
20000.0,3.0,,0.8724717781793028,3.0,18.0,,
20000.0,1.0,99.0,,15.0,,4280.0,0.6729707077401762
20000.0,2.0,,1.7456005712997655,18.0,42.0,,
20000.0,2.0,,1.8898641715966529,32.0,7.0,,
20000.0,1.0,96.0,,12.0,,15236.0,0.9579597318120908
20000.0,3.0,,2.4372256042134106,9.0,5.0,,
20000.0,0.0,100.0,,6.0,,98.0,1.053541155373393
20000.0,1.0,78.0,,5.0,,48.0,0.8388389869305668
20000.0,3.0,,1.413133559614012,10.0,10.0,,
20000.0,0.0,136.0,,1.0,,8.0,1.3376727894642353
20000.0,3.0,,1.2749591933097344,1.0,27.0,,
20000.0,0.0,64.0,,34.0,,266.0,0.7677298214283427
20000.0,2.0,,1.5110379114505532,20.0,22.0,,
20000.0,1.0,119.0,,28.0,,6729.0,0.9910153411805944
20000.0,0.0,88.0,,0.0,,181.0,0.8541890799080376
20000.0,2.0,,0.4793435067272067,13.0,28.0,,
20000.0,1.0,121.0,,4.0,,38.0,1.141743043377058
20000.0,3.0,,0.3964492267812398,8.0,48.0,,
20000.0,1.0,107.0,,14.0,,10.0,1.0661184707971545
20000.0,3.0,,1.0782755957425127,12.0,31.0,,
20000.0,0.0,68.0,,1.0,,113.0,0.9828833778972744
20000.0,2.0,,2.6545789834138542,7.0,41.0,,
20000.0,0.0,117.0,,7.0,,53.0,0.429481688988374
20000.0,3.0,,0.9887142969111512,7.0,51.0,,
20000.0,3.0,,1.9912463485142475,11.0,27.0,,
20000.0,2.0,,2.794395507736945,3.0,19.0,,
20000.0,2.0,,3.237905361377376,4.0,45.0,,
20000.0,1.0,137.0,,33.0,,8841.0,1.0264089070730158
20000.0,0.0,83.0,,17.0,,128.0,0.9473184406484774
20000.0,1.0,133.0,,4.0,,62.0,1.0863312353451424
20500.0,1.0,99.0,,15.0,,242.0,0.9409766564548294
20500.0,3.0,,1.005230727531897,37.0,22.0,,
20500.0,2.0,,2.114494044212882,9.0,9.0,,
20500.0,0.0,89.0,,11.0,,271.0,0.9276420911247096
20500.0,3.0,,1.6186843457377516,9.0,26.0,,
20500.0,0.0,102.0,,14.0,,34.0,1.3681789159967548
20500.0,2.0,,2.771809183152944,7.0,21.0,,
20500.0,1.0,127.0,,0.0,,2599.0,0.8180358538075743
20500.0,0.0,112.0,,44.0,,20.0,1.3362832585751492
20500.0,2.0,,1.185408838660257,16.0,4.0,,
20500.0,3.0,,0.8724717781793028,19.0,18.0,,
20500.0,1.0,99.0,,23.0,,4280.0,0.6729707077401762
20500.0,2.0,,1.7456005712997655,2.0,42.0,,
20500.0,2.0,,1.8898641715966529,0.0,7.0,,
20500.0,1.0,96.0,,4.0,,15236.0,0.9579597318120908
20500.0,3.0,,2.4372256042134106,35.0,5.0,,
20500.0,0.0,100.0,,3.0,,98.0,1.053541155373393
20500.0,1.0,78.0,,10.0,,48.0,0.8388389869305668
20500.0,3.0,,1.413133559614012,4.0,10.0,,
20500.0,0.0,136.0,,7.0,,8.0,1.3376727894642353
20500.0,3.0,,1.2749591933097344,6.0,27.0,,
20500.0,0.0,64.0,,3.0,,266.0,0.7677298214283427
20500.0,2.0,,1.5110379114505532,12.0,22.0,,
20500.0,1.0,119.0,,6.0,,6729.0,0.9910153411805944
20500.0,0.0,88.0,,6.0,,181.0,0.8541890799080376
20500.0,2.0,,0.4793435067272067,5.0,28.0,,
20500.0,1.0,121.0,,2.0,,38.0,1.141743043377058
20500.0,3.0,,0.3964492267812398,13.0,48.0,,
20500.0,1.0,107.0,,12.0,,10.0,1.0661184707971545
20500.0,3.0,,1.0782755957425127,19.0,31.0,,
20500.0,0.0,68.0,,14.0,,113.0,0.9828833778972744
20500.0,2.0,,2.6545789834138542,2.0,41.0,,
20500.0,0.0,117.0,,1.0,,53.0,0.429481688988374
20500.0,3.0,,0.9887142969111512,3.0,51.0,,
20500.0,3.0,,1.9912463485142475,2.0,27.0,,
20500.0,2.0,,2.794395507736945,22.0,19.0,,
20500.0,2.0,,3.237905361377376,29.0,45.0,,
20500.0,1.0,137.0,,22.0,,8841.0,1.0264089070730158
20500.0,0.0,83.0,,8.0,,128.0,0.9473184406484774
20500.0,1.0,133.0,,2.0,,62.0,1.0863312353451424
21000.0,1.0,99.0,,13.0,,242.0,0.9409766564548294
21000.0,3.0,,1.005230727531897,17.0,22.0,,
21000.0,2.0,,2.114494044212882,6.0,9.0,,
21000.0,0.0,89.0,,22.0,,271.0,0.9276420911247096
21000.0,3.0,,1.6186843457377516,15.0,26.0,,
21000.0,0.0,102.0,,7.0,,34.0,1.3681789159967548
21000.0,2.0,,2.771809183152944,1.0,21.0,,
21000.0,1.0,127.0,,6.0,,2599.0,0.8180358538075743
21000.0,0.0,112.0,,26.0,,20.0,1.3362832585751492
21000.0,2.0,,1.185408838660257,22.0,4.0,,
21000.0,3.0,,0.8724717781793028,3.0,18.0,,
21000.0,1.0,99.0,,9.0,,4280.0,0.6729707077401762
21000.0,2.0,,1.7456005712997655,9.0,42.0,,
21000.0,2.0,,1.8898641715966529,9.0,7.0,,
21000.0,1.0,96.0,,30.0,,15236.0,0.9579597318120908
21000.0,3.0,,2.4372256042134106,0.0,5.0,,
21000.0,0.0,100.0,,0.0,,98.0,1.053541155373393
21000.0,1.0,78.0,,31.0,,48.0,0.8388389869305668
21000.0,3.0,,1.413133559614012,23.0,10.0,,
21000.0,0.0,136.0,,10.0,,8.0,1.3376727894642353
21000.0,3.0,,1.2749591933097344,11.0,27.0,,
21000.0,0.0,64.0,,23.0,,266.0,0.7677298214283427
21000.0,2.0,,1.5110379114505532,9.0,22.0,,
21000.0,1.0,119.0,,23.0,,6729.0,0.9910153411805944
21000.0,0.0,88.0,,17.0,,181.0,0.8541890799080376
21000.0,2.0,,0.4793435067272067,11.0,28.0,,
21000.0,1.0,121.0,,12.0,,38.0,1.141743043377058
21000.0,3.0,,0.3964492267812398,11.0,48.0,,
21000.0,1.0,107.0,,8.0,,10.0,1.0661184707971545
21000.0,3.0,,1.0782755957425127,20.0,31.0,,
21000.0,0.0,68.0,,4.0,,113.0,0.9828833778972744
21000.0,2.0,,2.6545789834138542,16.0,41.0,,
21000.0,0.0,117.0,,1.0,,53.0,0.429481688988374
21000.0,3.0,,0.9887142969111512,4.0,51.0,,
21000.0,3.0,,1.9912463485142475,35.0,27.0,,
21000.0,2.0,,2.794395507736945,13.0,19.0,,
21000.0,2.0,,3.237905361377376,7.0,45.0,,
21000.0,1.0,137.0,,0.0,,8841.0,1.0264089070730158
21000.0,0.0,83.0,,1.0,,128.0,0.9473184406484774
21000.0,1.0,133.0,,23.0,,62.0,1.0863312353451424
21500.0,1.0,99.0,,19.0,,242.0,0.9409766564548294
21500.0,3.0,,1.005230727531897,6.0,22.0,,
21500.0,2.0,,2.114494044212882,3.0,9.0,,
21500.0,0.0,89.0,,10.0,,271.0,0.9276420911247096
21500.0,3.0,,1.6186843457377516,5.0,26.0,,
21500.0,0.0,102.0,,14.0,,34.0,1.3681789159967548
21500.0,2.0,,2.771809183152944,5.0,21.0,,
21500.0,1.0,127.0,,33.0,,2599.0,0.8180358538075743
21500.0,0.0,112.0,,26.0,,20.0,1.3362832585751492
21500.0,2.0,,1.185408838660257,10.0,4.0,,
21500.0,3.0,,0.8724717781793028,12.0,18.0,,
21500.0,1.0,99.0,,23.0,,4280.0,0.6729707077401762
21500.0,2.0,,1.7456005712997655,12.0,42.0,,
21500.0,2.0,,1.8898641715966529,16.0,7.0,,
21500.0,1.0,96.0,,15.0,,15236.0,0.9579597318120908
21500.0,3.0,,2.4372256042134106,8.0,5.0,,
21500.0,0.0,100.0,,3.0,,98.0,1.053541155373393
21500.0,1.0,78.0,,30.0,,48.0,0.8388389869305668
21500.0,3.0,,1.413133559614012,3.0,10.0,,
21500.0,0.0,136.0,,9.0,,8.0,1.3376727894642353
21500.0,3.0,,1.2749591933097344,7.0,27.0,,
21500.0,0.0,64.0,,0.0,,266.0,0.7677298214283427
21500.0,2.0,,1.5110379114505532,8.0,22.0,,
